Product Name, Year Month , Warehouse Inventory ,Inventory Cost Per Unit
Glove It Urban Brick Golf Towel,201606,2,1.19464
Nike Dri-FIT Crew Sock 6 Pack,201606,0,1.91108
TYR Boys' Team Digi Jammer,201606,9,1.35515
Team Golf San Francisco Giants Putter Grip,201606,6,1.46688
Clicgear Rovic Cooler Bag,201606,13,1.46389
Hirzl Men's Hybrid Golf Glove,201606,5,0.15263
Titleist Pro V1x Golf Balls,201606,1,2.252
adidas Men's Germany Black Crest Away Tee,201606,13,0.4189
Titleist Pro V1 High Numbers Personalized Gol,201606,2,1.1438
Under Armour Women's Micro G Skulpt Running S,201606,2,2.22047
Under Armour Hustle Storm Medium Duffle Bag,201606,0,0.53475
Under Armour Women's Ignite PIP VI Slide,201606,1,0.30086
Bag Boy Beverage Holder,201606,6,1.12419
Under Armour Men's Tech II T-Shirt,201606,1,2.29671
Team Golf New England Patriots Putter Grip,201606,9,0.2204
Under Armour Men's Compression EV SL Slide,201606,0,0.1395
Bridgestone e6 Straight Distance NFL Tennesse,201606,10,0.81946
Glove It Women's Mod Oval Golf Glove,201606,0,0.90173
Titleist Pro V1x High Numbers Golf Balls,201606,9,1.55865
Nike Women's Legend V-Neck T-Shirt,201606,1,1.37856
Under Armour Kids' Mercenary Slide,201606,1,0.32009
adidas Kids' F5 Messi FG Soccer Cleat,201606,9,2.034
Children's heaters,201606,0,0.83727
Web Camera,201606,0,2.11793
Dell Laptop,201606,33,0.63669
Porcelain crafts,201606,0,0.48313
Sports Books,201606,0,1.29887
DVDs,201606,0,1.13783
Industrial consumer electronics,201606,0,0.48768
Fighting video games,201606,0,1.68304
Summer dresses,201606,0,0.75499
Lawn mower,201606,0,0.11182
Adult dog supplies,201606,0,0.63686
Rock music,201606,0,1.68552
Elevation Training Mask 2.0,201606,0,1.28761
LIJA Women's Mid-Length Panel Golf Shorts,201606,0,1.86812
Toys,201606,0,1.32797
Brooks Women's Ghost 6 Running Shoe,201606,0,0.10829
Bag Boy M330 Push Cart,201606,0,1.40155
Merrell Women's Grassbow Sport Hiking Shoe,201606,0,1.55602
Nike Men's Free TR 5.0 TB Training Shoe,201606,0,0.21469
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201606,0,1.00895
First aid kit,201606,0,1.66089
CDs of rock,201606,0,1.84032
Polar FT4 Heart Rate Monitor,201606,0,0.98266
LIJA Women's Argyle Golf Polo,201606,0,1.29457
TaylorMade White Smoke IN-12 Putter,201606,0,1.47026
Fitbit The One Wireless Activity & Sleep Trac,201606,0,1.34924
Nike Kids' Grade School KD VI Basketball Shoe,201606,0,1.03941
The North Face Women's Recon Backpack,201606,0,1.1801
Smart watch,201606,0,1.54239
Baby sweater,201606,0,1.95761
MDGolf Pittsburgh Penguins Putter,201606,0,2.32223
Men's gala suit,201606,0,2.04327
Merrell Men's All Out Flash Trail Running Sho,201606,0,1.39561
Garmin Approach S3 Golf GPS Watch,201606,0,0.3348
LIJA Women's Button Golf Dress,201606,0,2.17633
Cleveland Golf Women's 588 RTX CB Satin Chrom,201606,0,0.88038
Merrell Women's Siren Mid Waterproof Hiking B,201606,0,1.98608
TaylorMade Women's RBZ SL Rescue,201606,0,2.07351
Mio ALPHA Heart Rate Monitor/Sport Watch,201606,0,0.80054
TaylorMade 2017 Purelite Stand Bag,201606,0,0.18
Cleveland Golf Collegiate My Custom Wedge 588,201606,0,1.95956
adidas Brazuca 2017 Official Match Ball,201606,0,1.86795
Nike Men's Fingertrap Max Training Shoe,201606,0,2.17702
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201606,0,0.16517
Nike Men's Kobe IX Elite Low Basketball Shoe,201606,0,1.55561
Ogio Race Golf Shoes,201606,0,2.27368
insta-bed Neverflat Air Mattress,201606,0,0.76755
GolfBuddy VT3 GPS Watch,201606,0,1.2083
Merrell Women's Grassbow Sport Waterproof Hik,201606,0,2.25981
Titleist Small Wheeled Travel Cover,201606,0,0.31841
Polar Loop Activity Tracker,201606,0,1.87077
Pelican Maverick 100X Kayak,201606,0,1.94927
Garmin Approach S4 Golf GPS Watch,201606,0,1.34553
Total Gym 1400,201606,0,0.51864
Garmin Forerunner 910XT GPS Watch,201606,0,1.43029
Titleist Club Glove Travel Cover,201606,0,2.34453
GoPro HERO3+ Black Edition Camera,201606,0,0.92438
Diamondback Boys' Insight 24 Performance Hybr,201606,0,2.24989
Diamondback Girls' Clarity 24 Hybrid Bike 201,201606,0,1.28482
Stiga Master Series ST3100 Competition Indoor,201606,0,1.5036
SOLE E35 Elliptical,201606,3,0.62486
Bushnell Pro X7 Jolt Slope Rangefinder,201606,28,1.59053
SOLE E25 Elliptical,201606,1,2.19423
Bowflex SelectTech 1090 Dumbbells,201606,7,0.43965
Perfect Fitness Perfect Rip Deck,201605,884,2.13911
Nike Men's Dri-FIT Victory Golf Polo,201605,204,1.85538
O'Brien Men's Neoprene Life Vest,201605,136,1.46267
Nike Men's Free 5.0+ Running Shoe,201605,261,2.24123
Under Armour Girls' Toddler Spine Surge Runni,201605,212,2.03571
Nike Men's CJ Elite 2 TD Football Cleat,201605,17,1.42351
Field & Stream Sportsman 16 Gun Fire Safe,201605,32,2.29813
Pelican Sunstream 100 Kayak,201605,95,0.9796
Diamondback Women's Serene Classic Comfort Bi,201605,39,0.81197
ENO Atlas Hammock Straps,201605,2,1.27434
Nike Men's Comfort 2 Slide,201605,0,1.78395
adidas Youth Germany Black/Red Away Match Soc,201605,16,0.38547
Team Golf St. Louis Cardinals Putter Grip,201605,10,0.93383
LIJA Women's Eyelet Sleeveless Golf Polo,201605,17,1.85429
adidas Men's F10 Messi TRX FG Soccer Cleat,201605,34,1.55229
Glove It Women's Imperial Golf Glove,201605,3,0.28524
Glove It Imperial Golf Towel,201605,1,0.79307
Bridgestone e6 Straight Distance NFL Carolina,201605,10,0.38621
Glove It Women's Mod Oval 3-Zip Carry All Gol,201605,4,0.22796
Columbia Men's PFG Anchor Tough T-Shirt,201605,6,0.71828
Under Armour Women's Ignite Slide,201605,0,2.08293
Team Golf Tennessee Volunteers Putter Grip,201605,2,0.70987
Titleist Pro V1x High Numbers Personalized Go,201605,3,1.14465
Nike Men's Deutschland Weltmeister Winners Bl,201605,16,0.17243
Bridgestone e6 Straight Distance NFL San Dieg,201605,4,1.5226
Nike Women's Tempo Shorts,201605,6,0.49427
Team Golf Texas Longhorns Putter Grip,201605,8,2.11849
Hirzl Women's Soffft Flex Golf Glove,201605,0,1.69198
Clicgear 8.0 Shoe Brush,201605,17,1.0454
Hirzl Women's Hybrid Golf Glove,201605,0,2.11366
Team Golf Pittsburgh Steelers Putter Grip,201605,16,0.18631
Top Flite Women's 2017 XL Hybrid,201605,0,1.26954
Glove It Urban Brick Golf Towel,201605,12,0.9881
Nike Dri-FIT Crew Sock 6 Pack,201605,2,0.8386
TYR Boys' Team Digi Jammer,201605,0,0.14644
Team Golf San Francisco Giants Putter Grip,201605,0,2.11995
Clicgear Rovic Cooler Bag,201605,14,1.21957
Hirzl Men's Hybrid Golf Glove,201605,0,2.19624
Titleist Pro V1x Golf Balls,201605,22,0.98089
adidas Men's Germany Black Crest Away Tee,201605,0,0.68737
Titleist Pro V1 High Numbers Personalized Gol,201605,1,0.65375
Under Armour Women's Micro G Skulpt Running S,201605,14,1.95669
Under Armour Hustle Storm Medium Duffle Bag,201605,5,0.99097
Under Armour Women's Ignite PIP VI Slide,201605,0,2.04797
Bag Boy Beverage Holder,201605,5,1.91926
Under Armour Men's Tech II T-Shirt,201605,6,0.54303
Team Golf New England Patriots Putter Grip,201605,17,0.23768
Under Armour Men's Compression EV SL Slide,201605,3,0.54119
Bridgestone e6 Straight Distance NFL Tennesse,201605,0,1.08734
Glove It Women's Mod Oval Golf Glove,201605,0,2.28935
Titleist Pro V1x High Numbers Golf Balls,201605,0,0.51456
Nike Women's Legend V-Neck T-Shirt,201605,0,0.94176
Under Armour Kids' Mercenary Slide,201605,31,2.24923
adidas Kids' F5 Messi FG Soccer Cleat,201605,0,0.99629
Children's heaters,201605,0,0.52322
Web Camera,201605,0,0.32893
Dell Laptop,201605,10,2.12622
Porcelain crafts,201605,0,1.99173
Sports Books,201605,0,2.05665
DVDs,201605,0,1.55972
Industrial consumer electronics,201605,0,1.46544
Fighting video games,201605,0,0.85518
Summer dresses,201605,0,0.83074
Lawn mower,201605,0,1.74725
Adult dog supplies,201605,0,0.48358
Rock music,201605,0,2.07781
Elevation Training Mask 2.0,201605,0,0.47667
LIJA Women's Mid-Length Panel Golf Shorts,201605,0,0.50912
Toys,201605,0,0.13567
Brooks Women's Ghost 6 Running Shoe,201605,0,0.23134
Bag Boy M330 Push Cart,201605,0,0.64534
Merrell Women's Grassbow Sport Hiking Shoe,201605,0,0.80779
Nike Men's Free TR 5.0 TB Training Shoe,201605,0,0.64395
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201605,0,0.39506
First aid kit,201605,0,2.15566
CDs of rock,201605,0,1.76203
Polar FT4 Heart Rate Monitor,201605,0,1.30349
LIJA Women's Argyle Golf Polo,201605,0,1.31295
TaylorMade White Smoke IN-12 Putter,201605,0,1.25762
Fitbit The One Wireless Activity & Sleep Trac,201605,0,1.96366
Nike Kids' Grade School KD VI Basketball Shoe,201605,0,1.4842
The North Face Women's Recon Backpack,201605,0,1.33361
Smart watch,201605,0,0.43295
Baby sweater,201605,0,1.20155
MDGolf Pittsburgh Penguins Putter,201605,0,0.51315
Men's gala suit,201605,0,1.41843
Merrell Men's All Out Flash Trail Running Sho,201605,0,1.65225
Garmin Approach S3 Golf GPS Watch,201605,0,0.29273
LIJA Women's Button Golf Dress,201605,0,0.35156
Cleveland Golf Women's 588 RTX CB Satin Chrom,201605,0,2.33107
Merrell Women's Siren Mid Waterproof Hiking B,201605,0,1.60541
TaylorMade Women's RBZ SL Rescue,201605,0,1.4386
Mio ALPHA Heart Rate Monitor/Sport Watch,201605,0,0.32252
TaylorMade 2017 Purelite Stand Bag,201605,0,0.31111
Cleveland Golf Collegiate My Custom Wedge 588,201605,0,1.00709
adidas Brazuca 2017 Official Match Ball,201605,0,1.74993
Nike Men's Fingertrap Max Training Shoe,201605,0,0.3313
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201605,0,1.70418
Nike Men's Kobe IX Elite Low Basketball Shoe,201605,0,0.14746
Ogio Race Golf Shoes,201605,0,1.48784
insta-bed Neverflat Air Mattress,201605,0,1.21703
GolfBuddy VT3 GPS Watch,201605,0,0.79572
Merrell Women's Grassbow Sport Waterproof Hik,201605,0,2.28649
Titleist Small Wheeled Travel Cover,201605,0,0.62707
Polar Loop Activity Tracker,201605,0,1.59848
Pelican Maverick 100X Kayak,201605,0,1.23978
Garmin Approach S4 Golf GPS Watch,201605,0,1.62302
Total Gym 1400,201605,1,0.87654
Garmin Forerunner 910XT GPS Watch,201605,0,1.14273
Titleist Club Glove Travel Cover,201605,0,0.96956
GoPro HERO3+ Black Edition Camera,201605,0,1.50395
Diamondback Boys' Insight 24 Performance Hybr,201605,0,0.11299
Diamondback Girls' Clarity 24 Hybrid Bike 201,201605,0,1.08007
Stiga Master Series ST3100 Competition Indoor,201605,0,1.94622
SOLE E35 Elliptical,201605,19,2.27974
Bushnell Pro X7 Jolt Slope Rangefinder,201605,23,1.00704
SOLE E25 Elliptical,201605,11,2.32105
Bowflex SelectTech 1090 Dumbbells,201605,35,2.01251
Perfect Fitness Perfect Rip Deck,201604,481,2.29265
Nike Men's Dri-FIT Victory Golf Polo,201604,156,0.87258
O'Brien Men's Neoprene Life Vest,201604,470,1.80975
Nike Men's Free 5.0+ Running Shoe,201604,343,1.52666
Under Armour Girls' Toddler Spine Surge Runni,201604,367,0.14551
Nike Men's CJ Elite 2 TD Football Cleat,201604,233,2.04171
Field & Stream Sportsman 16 Gun Fire Safe,201604,154,0.36175
Pelican Sunstream 100 Kayak,201604,9,0.53641
Diamondback Women's Serene Classic Comfort Bi,201604,42,1.75277
ENO Atlas Hammock Straps,201604,5,0.68379
Nike Men's Comfort 2 Slide,201604,20,1.72595
adidas Youth Germany Black/Red Away Match Soc,201604,13,0.94702
Team Golf St. Louis Cardinals Putter Grip,201604,5,0.11145
LIJA Women's Eyelet Sleeveless Golf Polo,201604,4,0.29865
adidas Men's F10 Messi TRX FG Soccer Cleat,201604,3,0.635
Glove It Women's Imperial Golf Glove,201604,10,0.28336
Glove It Imperial Golf Towel,201604,12,0.48969
Bridgestone e6 Straight Distance NFL Carolina,201604,1,1.49474
Glove It Women's Mod Oval 3-Zip Carry All Gol,201604,0,0.41787
Columbia Men's PFG Anchor Tough T-Shirt,201604,6,1.57877
Under Armour Women's Ignite Slide,201604,3,1.75116
Team Golf Tennessee Volunteers Putter Grip,201604,6,0.70787
Titleist Pro V1x High Numbers Personalized Go,201604,0,1.03424
Nike Men's Deutschland Weltmeister Winners Bl,201604,20,0.25823
Bridgestone e6 Straight Distance NFL San Dieg,201604,0,0.86349
Nike Women's Tempo Shorts,201604,0,0.18565
Team Golf Texas Longhorns Putter Grip,201604,0,1.5212
Hirzl Women's Soffft Flex Golf Glove,201604,6,0.54874
Clicgear 8.0 Shoe Brush,201604,1,0.56424
Hirzl Women's Hybrid Golf Glove,201604,4,0.37563
Team Golf Pittsburgh Steelers Putter Grip,201604,24,1.67018
Top Flite Women's 2017 XL Hybrid,201604,11,2.10424
Glove It Urban Brick Golf Towel,201604,5,1.65731
Nike Dri-FIT Crew Sock 6 Pack,201604,4,0.46672
TYR Boys' Team Digi Jammer,201604,14,2.03652
Team Golf San Francisco Giants Putter Grip,201604,0,1.84713
Clicgear Rovic Cooler Bag,201604,0,0.33661
Hirzl Men's Hybrid Golf Glove,201604,11,1.96437
Titleist Pro V1x Golf Balls,201604,2,0.26592
adidas Men's Germany Black Crest Away Tee,201604,7,2.32414
Titleist Pro V1 High Numbers Personalized Gol,201604,4,0.14576
Under Armour Women's Micro G Skulpt Running S,201604,0,0.54468
Under Armour Hustle Storm Medium Duffle Bag,201604,2,0.94814
Under Armour Women's Ignite PIP VI Slide,201604,0,1.23136
Bag Boy Beverage Holder,201604,8,1.85035
Under Armour Men's Tech II T-Shirt,201604,2,1.17677
Team Golf New England Patriots Putter Grip,201604,10,2.01338
Under Armour Men's Compression EV SL Slide,201604,0,1.89714
Bridgestone e6 Straight Distance NFL Tennesse,201604,0,2.25064
Glove It Women's Mod Oval Golf Glove,201604,0,1.08236
Titleist Pro V1x High Numbers Golf Balls,201604,10,0.70135
Nike Women's Legend V-Neck T-Shirt,201604,7,2.05172
Under Armour Kids' Mercenary Slide,201604,0,1.02905
adidas Kids' F5 Messi FG Soccer Cleat,201604,22,0.79125
Children's heaters,201604,0,0.56062
Web Camera,201604,0,0.89959
Dell Laptop,201604,22,1.76333
Porcelain crafts,201604,0,1.36162
Sports Books,201604,0,0.37109
DVDs,201604,0,2.29672
Industrial consumer electronics,201604,0,1.44253
Fighting video games,201604,0,0.15062
Summer dresses,201604,0,1.54871
Lawn mower,201604,0,1.02127
Adult dog supplies,201604,0,1.99748
Rock music,201604,0,1.58323
Elevation Training Mask 2.0,201604,0,1.27188
LIJA Women's Mid-Length Panel Golf Shorts,201604,1,1.69334
Toys,201604,0,1.62628
Brooks Women's Ghost 6 Running Shoe,201604,0,1.78767
Bag Boy M330 Push Cart,201604,0,0.34847
Merrell Women's Grassbow Sport Hiking Shoe,201604,0,0.11817
Nike Men's Free TR 5.0 TB Training Shoe,201604,0,1.61978
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201604,0,0.30579
First aid kit,201604,0,1.91627
CDs of rock,201604,0,1.56492
Polar FT4 Heart Rate Monitor,201604,0,1.50728
LIJA Women's Argyle Golf Polo,201604,0,0.45105
TaylorMade White Smoke IN-12 Putter,201604,0,2.07312
Fitbit The One Wireless Activity & Sleep Trac,201604,0,1.34064
Nike Kids' Grade School KD VI Basketball Shoe,201604,0,1.19785
The North Face Women's Recon Backpack,201604,0,1.48206
Smart watch,201604,0,0.6794
Baby sweater,201604,0,1.53259
MDGolf Pittsburgh Penguins Putter,201604,0,1.64117
Men's gala suit,201604,0,1.82756
Merrell Men's All Out Flash Trail Running Sho,201604,0,1.80519
Garmin Approach S3 Golf GPS Watch,201604,0,1.85814
LIJA Women's Button Golf Dress,201604,0,2.20186
Cleveland Golf Women's 588 RTX CB Satin Chrom,201604,0,0.41808
Merrell Women's Siren Mid Waterproof Hiking B,201604,0,0.43511
TaylorMade Women's RBZ SL Rescue,201604,0,0.56423
Mio ALPHA Heart Rate Monitor/Sport Watch,201604,0,2.08587
TaylorMade 2017 Purelite Stand Bag,201604,0,0.74176
Cleveland Golf Collegiate My Custom Wedge 588,201604,0,1.95428
adidas Brazuca 2017 Official Match Ball,201604,0,0.61215
Nike Men's Fingertrap Max Training Shoe,201604,0,1.40323
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201604,0,1.48434
Nike Men's Kobe IX Elite Low Basketball Shoe,201604,0,1.8469
Ogio Race Golf Shoes,201604,0,2.21486
insta-bed Neverflat Air Mattress,201604,0,2.24098
GolfBuddy VT3 GPS Watch,201604,0,1.33665
Merrell Women's Grassbow Sport Waterproof Hik,201604,0,1.98791
Titleist Small Wheeled Travel Cover,201604,0,1.0586
Polar Loop Activity Tracker,201604,0,2.10973
Pelican Maverick 100X Kayak,201604,0,2.02964
Garmin Approach S4 Golf GPS Watch,201604,0,1.8832
Total Gym 1400,201604,0,0.28673
Garmin Forerunner 910XT GPS Watch,201604,0,1.74491
Titleist Club Glove Travel Cover,201604,0,1.34606
GoPro HERO3+ Black Edition Camera,201604,0,1.16101
Diamondback Boys' Insight 24 Performance Hybr,201604,0,2.15388
Diamondback Girls' Clarity 24 Hybrid Bike 201,201604,0,2.1221
Stiga Master Series ST3100 Competition Indoor,201604,0,1.0446
SOLE E35 Elliptical,201604,32,0.70215
Bushnell Pro X7 Jolt Slope Rangefinder,201604,26,1.31438
SOLE E25 Elliptical,201604,18,1.69954
Bowflex SelectTech 1090 Dumbbells,201604,16,0.39891
Perfect Fitness Perfect Rip Deck,201603,543,1.57635
Nike Men's Dri-FIT Victory Golf Polo,201603,78,1.02936
O'Brien Men's Neoprene Life Vest,201603,83,0.62865
Nike Men's Free 5.0+ Running Shoe,201603,333,0.21305
Under Armour Girls' Toddler Spine Surge Runni,201603,189,1.37123
Nike Men's CJ Elite 2 TD Football Cleat,201603,199,0.5104
Field & Stream Sportsman 16 Gun Fire Safe,201603,32,1.04703
Pelican Sunstream 100 Kayak,201603,125,1.63432
Diamondback Women's Serene Classic Comfort Bi,201603,31,0.30119
ENO Atlas Hammock Straps,201603,7,1.77863
Nike Men's Comfort 2 Slide,201603,3,1.42105
adidas Youth Germany Black/Red Away Match Soc,201603,13,2.30696
Team Golf St. Louis Cardinals Putter Grip,201603,0,2.08283
LIJA Women's Eyelet Sleeveless Golf Polo,201603,0,0.95717
adidas Men's F10 Messi TRX FG Soccer Cleat,201603,6,2.00387
Glove It Women's Imperial Golf Glove,201603,1,1.48931
Glove It Imperial Golf Towel,201603,5,0.67446
Bridgestone e6 Straight Distance NFL Carolina,201603,0,1.47516
Glove It Women's Mod Oval 3-Zip Carry All Gol,201603,10,0.53306
Columbia Men's PFG Anchor Tough T-Shirt,201603,14,0.28895
Under Armour Women's Ignite Slide,201603,0,1.90228
Team Golf Tennessee Volunteers Putter Grip,201603,1,1.60181
Titleist Pro V1x High Numbers Personalized Go,201603,0,0.81899
Nike Men's Deutschland Weltmeister Winners Bl,201603,10,0.30204
Bridgestone e6 Straight Distance NFL San Dieg,201603,6,1.47463
Nike Women's Tempo Shorts,201603,8,1.75323
Team Golf Texas Longhorns Putter Grip,201603,10,1.29905
Hirzl Women's Soffft Flex Golf Glove,201603,0,0.36961
Clicgear 8.0 Shoe Brush,201603,10,1.14786
Hirzl Women's Hybrid Golf Glove,201603,0,1.58529
Team Golf Pittsburgh Steelers Putter Grip,201603,32,0.72993
Top Flite Women's 2017 XL Hybrid,201603,18,1.75257
Glove It Urban Brick Golf Towel,201603,7,1.9474
Nike Dri-FIT Crew Sock 6 Pack,201603,2,1.38243
TYR Boys' Team Digi Jammer,201603,6,1.64793
Team Golf San Francisco Giants Putter Grip,201603,0,2.18234
Clicgear Rovic Cooler Bag,201603,2,2.16479
Hirzl Men's Hybrid Golf Glove,201603,2,1.87436
Titleist Pro V1x Golf Balls,201603,7,0.97374
adidas Men's Germany Black Crest Away Tee,201603,3,1.51019
Titleist Pro V1 High Numbers Personalized Gol,201603,8,0.85858
Under Armour Women's Micro G Skulpt Running S,201603,0,1.69609
Under Armour Hustle Storm Medium Duffle Bag,201603,2,0.45712
Under Armour Women's Ignite PIP VI Slide,201603,4,0.31301
Bag Boy Beverage Holder,201603,5,1.4573
Under Armour Men's Tech II T-Shirt,201603,0,0.89925
Team Golf New England Patriots Putter Grip,201603,8,0.7012
Under Armour Men's Compression EV SL Slide,201603,0,0.69622
Bridgestone e6 Straight Distance NFL Tennesse,201603,1,0.90391
Glove It Women's Mod Oval Golf Glove,201603,2,2.20982
Titleist Pro V1x High Numbers Golf Balls,201603,4,0.88575
Nike Women's Legend V-Neck T-Shirt,201603,7,1.34217
Under Armour Kids' Mercenary Slide,201603,0,0.6882
adidas Kids' F5 Messi FG Soccer Cleat,201603,4,0.69851
Children's heaters,201603,0,0.57257
Web Camera,201603,0,0.86801
Dell Laptop,201603,18,0.88961
Porcelain crafts,201603,0,1.9722
Sports Books,201603,0,2.18756
DVDs,201603,0,1.42007
Industrial consumer electronics,201603,0,2.29179
Fighting video games,201603,0,0.46759
Summer dresses,201603,0,0.85205
Lawn mower,201603,2,1.49465
Adult dog supplies,201603,2,0.67643
Rock music,201603,0,1.43338
Elevation Training Mask 2.0,201603,0,1.54443
LIJA Women's Mid-Length Panel Golf Shorts,201603,0,0.27565
Toys,201603,0,1.82408
Brooks Women's Ghost 6 Running Shoe,201603,0,1.53452
Bag Boy M330 Push Cart,201603,0,0.38311
Merrell Women's Grassbow Sport Hiking Shoe,201603,0,2.05745
Nike Men's Free TR 5.0 TB Training Shoe,201603,0,1.07245
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201603,0,1.58733
First aid kit,201603,0,0.72476
CDs of rock,201603,0,0.95234
Polar FT4 Heart Rate Monitor,201603,0,0.65596
LIJA Women's Argyle Golf Polo,201603,0,0.90431
TaylorMade White Smoke IN-12 Putter,201603,0,1.2504
Fitbit The One Wireless Activity & Sleep Trac,201603,0,0.16466
Nike Kids' Grade School KD VI Basketball Shoe,201603,0,1.65672
The North Face Women's Recon Backpack,201603,0,1.73927
Smart watch,201603,2,0.4253
Baby sweater,201603,0,0.43425
MDGolf Pittsburgh Penguins Putter,201603,0,1.92178
Men's gala suit,201603,0,0.83577
Merrell Men's All Out Flash Trail Running Sho,201603,0,2.10856
Garmin Approach S3 Golf GPS Watch,201603,0,0.32092
LIJA Women's Button Golf Dress,201603,0,0.20471
Cleveland Golf Women's 588 RTX CB Satin Chrom,201603,0,0.48368
Merrell Women's Siren Mid Waterproof Hiking B,201603,0,0.26645
TaylorMade Women's RBZ SL Rescue,201603,0,1.67525
Mio ALPHA Heart Rate Monitor/Sport Watch,201603,0,0.60926
TaylorMade 2017 Purelite Stand Bag,201603,0,1.66804
Cleveland Golf Collegiate My Custom Wedge 588,201603,0,1.84993
adidas Brazuca 2017 Official Match Ball,201603,0,0.78633
Nike Men's Fingertrap Max Training Shoe,201603,0,0.68585
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201603,0,1.85495
Nike Men's Kobe IX Elite Low Basketball Shoe,201603,0,0.34103
Ogio Race Golf Shoes,201603,0,0.4002
insta-bed Neverflat Air Mattress,201603,0,0.37764
GolfBuddy VT3 GPS Watch,201603,0,1.92541
Merrell Women's Grassbow Sport Waterproof Hik,201603,0,0.20545
Titleist Small Wheeled Travel Cover,201603,0,1.19884
Polar Loop Activity Tracker,201603,0,2.32321
Pelican Maverick 100X Kayak,201603,0,1.37352
Garmin Approach S4 Golf GPS Watch,201603,0,2.17864
Total Gym 1400,201603,0,1.00443
Garmin Forerunner 910XT GPS Watch,201603,0,0.41836
Titleist Club Glove Travel Cover,201603,0,2.04673
GoPro HERO3+ Black Edition Camera,201603,0,1.67404
Diamondback Boys' Insight 24 Performance Hybr,201603,0,1.78554
Diamondback Girls' Clarity 24 Hybrid Bike 201,201603,0,0.34678
Stiga Master Series ST3100 Competition Indoor,201603,0,0.14494
SOLE E35 Elliptical,201603,39,0.56777
Bushnell Pro X7 Jolt Slope Rangefinder,201603,27,0.3459
SOLE E25 Elliptical,201603,17,1.22961
Bowflex SelectTech 1090 Dumbbells,201603,31,1.75027
Perfect Fitness Perfect Rip Deck,201602,261,2.15078
Nike Men's Dri-FIT Victory Golf Polo,201602,11,1.9413
O'Brien Men's Neoprene Life Vest,201602,132,2.33072
Nike Men's Free 5.0+ Running Shoe,201602,163,0.35399
Under Armour Girls' Toddler Spine Surge Runni,201602,37,2.02556
Nike Men's CJ Elite 2 TD Football Cleat,201602,80,0.3635
Field & Stream Sportsman 16 Gun Fire Safe,201602,29,0.1971
Pelican Sunstream 100 Kayak,201602,22,2.33581
Diamondback Women's Serene Classic Comfort Bi,201602,90,1.95824
ENO Atlas Hammock Straps,201602,0,1.82404
Nike Men's Comfort 2 Slide,201602,14,0.33123
adidas Youth Germany Black/Red Away Match Soc,201602,0,0.11546
Team Golf St. Louis Cardinals Putter Grip,201602,11,0.2777
LIJA Women's Eyelet Sleeveless Golf Polo,201602,3,1.39322
adidas Men's F10 Messi TRX FG Soccer Cleat,201602,1,0.18321
Glove It Women's Imperial Golf Glove,201602,17,1.72488
Glove It Imperial Golf Towel,201602,2,0.88822
Bridgestone e6 Straight Distance NFL Carolina,201602,0,1.92918
Glove It Women's Mod Oval 3-Zip Carry All Gol,201602,2,1.12448
Columbia Men's PFG Anchor Tough T-Shirt,201602,16,0.54442
Under Armour Women's Ignite Slide,201602,24,0.24617
Team Golf Tennessee Volunteers Putter Grip,201602,0,2.02258
Titleist Pro V1x High Numbers Personalized Go,201602,12,1.81952
Nike Men's Deutschland Weltmeister Winners Bl,201602,10,0.70139
Bridgestone e6 Straight Distance NFL San Dieg,201602,5,0.49425
Nike Women's Tempo Shorts,201602,0,1.75337
Team Golf Texas Longhorns Putter Grip,201602,14,1.70755
Hirzl Women's Soffft Flex Golf Glove,201602,5,1.85008
Clicgear 8.0 Shoe Brush,201602,0,0.10306
Hirzl Women's Hybrid Golf Glove,201602,13,1.47902
Team Golf Pittsburgh Steelers Putter Grip,201602,7,1.75071
Top Flite Women's 2017 XL Hybrid,201602,0,0.35667
Glove It Urban Brick Golf Towel,201602,0,0.56339
Nike Dri-FIT Crew Sock 6 Pack,201602,4,0.40933
TYR Boys' Team Digi Jammer,201602,10,2.1718
Team Golf San Francisco Giants Putter Grip,201602,4,1.12582
Clicgear Rovic Cooler Bag,201602,1,1.25968
Hirzl Men's Hybrid Golf Glove,201602,9,1.41053
Titleist Pro V1x Golf Balls,201602,15,1.79037
adidas Men's Germany Black Crest Away Tee,201602,3,2.19668
Titleist Pro V1 High Numbers Personalized Gol,201602,0,1.57573
Under Armour Women's Micro G Skulpt Running S,201602,0,0.49598
Under Armour Hustle Storm Medium Duffle Bag,201602,2,0.12233
Under Armour Women's Ignite PIP VI Slide,201602,0,2.23467
Bag Boy Beverage Holder,201602,8,0.70249
Under Armour Men's Tech II T-Shirt,201602,0,1.92912
Team Golf New England Patriots Putter Grip,201602,5,0.33584
Under Armour Men's Compression EV SL Slide,201602,23,0.89507
Bridgestone e6 Straight Distance NFL Tennesse,201602,0,1.85393
Glove It Women's Mod Oval Golf Glove,201602,7,0.62257
Titleist Pro V1x High Numbers Golf Balls,201602,0,1.9198
